gas,brake,steer_angle,speed_kmh,g_lat,g_lon,world_x,world_z,norm_pos,lap_time_ms,completed_laps,timestamp_ms
1.0,0.0,1.5636830719145678e-10,297.8951721191406,-0.04250801354646683,0.18852899968624115,223.68145751953125,325.9364013671875,0.0023245359770953655,108,2,1779137787998
1.0,0.0,6.937489211572556e-12,298.0091552734375,-0.023121342062950134,0.17306175827980042,222.2535400390625,326.36126708984375,0.0026719190645962954,126,2,1779137788016
1.0,0.0,3.0779106477071827e-13,298.1202392578125,0.031225649639964104,0.17182663083076477,220.82505798339844,326.78619384765625,0.003020046977326274,144,2,1779137788033
1.0,0.0,1.3655565325970502e-14,298.21807861328125,-0.015534528531134129,0.14731207489967346,219.39610290527344,327.2112731933594,0.0033689970150589943,162,2,1779137788050
1.0,0.0,1.018249963750798e-15,298.2830505371094,0.0003755431389436126,0.11485488712787628,218.20498657226562,327.56561279296875,0.0036587759386748075,177,2,1779137788067
1.0,0.0,4.517602909449773e-17,298.35736083984375,0.023049043491482735,0.15284237265586853,217.01364135742188,327.92010498046875,0.003950126469135284,192,2,1779137788084
1.0,0.0,3.368625629402282e-18,298.4544982910156,-0.02939193695783615,0.20201249420642853,215.58363342285156,328.345703125,0.004297601990401745,210,2,1779137788101
1.0,0.0,1.873018826774919e-20,298.66888427734375,0.004053464625030756,0.18964684009552002,213.19886779785156,329.05535888671875,0.0048790741711854935,240,2,1779137788129
1.0,0.0,1.3966476122689043e-21,298.7645568847656,-0.02084912545979023,0.14953771233558655,212.00587463378906,329.41033935546875,0.005167366471141577,255,2,1779137788145
1.0,0.0,6.196414689178387e-23,298.865966796875,-0.12676681578159332,0.1684226244688034,210.57379150390625,329.83636474609375,0.0055179656483232975,273,2,1779137788163
1.0,0.0,2.7491224706339187e-24,298.9578857421875,0.10267963260412216,0.12990406155586243,209.1411895751953,330.2623291015625,0.005866376683115959,291,2,1779137788180
1.0,0.0,1.2196850859153398e-25,299.0663757324219,0.003318261820822954,0.210908442735672,207.70819091796875,330.6886291503906,0.006216918118298054,309,2,1779137788197
1.0,0.0,9.094784309640845e-27,299.17755126953125,-0.06426983326673508,0.16419509053230286,206.27455139160156,331.114990234375,0.006565887946635485,327,2,1779137788214
1.0,0.0,4.0350228079817462e-28,299.2596740722656,0.15146413445472717,0.09791315346956253,204.84046936035156,331.5414733886719,0.006915269885212183,345,2,1779137788231
1.0,0.0,1.7901919065395925e-29,299.3277282714844,0.06919404864311218,0.15738031268119812,203.64524841308594,331.89727783203125,0.007203865796327591,360,2,1779137788248
1.0,0.0,1.334886212618646e-30,299.43499755859375,-0.0020907099824398756,0.21960869431495667,202.44972229003906,332.2533264160156,0.007497529499232769,375,2,1779137788265
1.0,0.0,5.922401499188567e-32,299.5400085449219,0.003457014448940754,0.1317165642976761,201.01454162597656,332.6806945800781,0.007846769876778126,393,2,1779137788282
1.0,0.0,2.6275525840213118e-33,299.64569091796875,0.02136143110692501,0.12705294787883759,199.57887268066406,333.108154296875,0.008217155933380127,411,2,1779137788299
1.0,0.0,-7.319883934542304e-07,299.72259521484375,-0.036077190190553665,0.16289547085762024,198.38214111328125,333.4645080566406,0.008240912109613419,426,2,1779137788316
1.0,0.0,-5.658760346705094e-05,299.8238220214844,-0.059104546904563904,0.14192871749401093,196.70606994628906,333.9633483886719,0.008878936059772968,447,2,1779137788333
