gas,brake,steer_angle,speed_kmh,g_lat,g_lon,world_x,world_z,norm_pos,lap_time_ms,completed_laps,timestamp_ms
1.0,0.0,-0.00039999998989515007,298.16845703125,0.04104079306125641,0.17874015867710114,224.82635498046875,324.7879943847656,0.0019921043422073126,90,4,1779383335980
1.0,0.0,0.0009999999310821295,298.2589111328125,0.03558160737156868,0.16827255487442017,223.63392639160156,325.1374816894531,0.002282859291881323,105,4,1779383335997
1.0,0.0,0.0010999999940395355,298.36785888671875,0.019818175584077835,0.17320765554904938,222.2025604248047,325.5570373535156,0.002630348317325115,123,4,1779383336014
1.0,0.0,0.00029999998514540493,298.474853515625,-0.01040617749094963,0.16505511105060577,220.7706756591797,325.9767150878906,0.002980776596814394,141,4,1779383336031
1.0,0.0,-0.0018999999156221747,298.57403564453125,-0.0015816078521311283,0.146551251411438,219.5770721435547,326.3265380859375,0.0032698113936930895,156,4,1779383336048
1.0,0.0,-0.0031999999191612005,298.6449890136719,0.03806518018245697,0.12571991980075836,218.14431762695312,326.7464599609375,0.003619999857619405,174,4,1779383336065
1.0,0.0,-0.004299999680370092,298.7311706542969,0.03585211932659149,0.14818596839904785,216.47232055664062,327.2366943359375,0.004026202019304037,195,4,1779383336082
1.0,0.0,-0.004699999932199717,298.8356018066406,0.0559866689145565,0.176568865776062,215.27767944335938,327.58709716796875,0.004316242411732674,210,4,1779383336100
1.0,0.0,-0.004900000058114529,298.9323425292969,0.07587477564811707,0.18046872317790985,213.84365844726562,328.0079345703125,0.004664015024900436,228,4,1779383336117
1.0,0.0,-0.004299999680370092,299.04449462890625,0.09157516062259674,0.17386165261268616,212.6482696533203,328.3589782714844,0.004956150893121958,243,4,1779383336134
1.0,0.0,-0.003700000001117587,299.1492919921875,0.11412481963634491,0.16053742170333862,211.2134246826172,328.7806396484375,0.005305600352585316,261,4,1779383336151
1.0,0.0,-0.0013000000035390258,299.2360534667969,0.1000460833311081,0.16319940984249115,210.0174102783203,329.1324157714844,0.005596798844635487,276,4,1779383336168
1.0,0.0,0.0005999999702908099,299.3363952636719,0.11076849699020386,0.16054600477218628,208.58184814453125,329.554931640625,0.0059445700608193874,294,4,1779383336185
1.0,0.0,0.002699999837204814,299.44403076171875,0.032698892056941986,0.17868542671203613,207.14585876464844,329.9778137207031,0.00629546819254756,312,4,1779383336202
1.0,0.0,0.00279999990016222,299.5312194824219,0.018462983891367912,0.15506549179553986,205.70938110351562,330.40093994140625,0.006645457353442907,330,4,1779383336219
1.0,0.0,0.00029999998514540493,299.62255859375,0.05680934339761734,0.13515304028987885,204.75148010253906,330.68310546875,0.006877147126942873,342,4,1779383336236
1.0,0.0,-0.002699999837204814,299.7024841308594,0.04526740685105324,0.15114974975585938,203.07472229003906,331.1771545410156,0.0072851404547691345,363,4,1779383336253
1.0,0.0,-0.006000000052154064,299.8021545410156,0.025501776486635208,0.15630975365638733,201.6370086669922,331.600830078125,0.007634676527231932,381,4,1779383336270
1.0,0.0,-0.0072999997064471245,299.8983459472656,0.08140720427036285,0.15082839131355286,200.4385986328125,331.9541015625,0.007928065955638885,396,4,1779383336287
1.0,0.0,-0.008200000040233135,299.99346923828125,0.12348509579896927,0.13867338001728058,199.00015258789062,332.3783874511719,0.008240912109613419,414,4,1779383336304
1.0,0.0,-0.007999999448657036,300.0653076171875,0.1225057914853096,0.13898813724517822,197.56138610839844,332.80316162109375,0.008646336384117603,432,4,1779383336321
1.0,0.0,-0.006300000008195639,300.16143798828125,0.1879034787416458,0.15350712835788727,196.122314453125,333.2285461425781,0.009290514513850212,450,4,1779383336338
1.0,0.0,-0.0038999998942017555,300.2627868652344,0.17851987481117249,0.16043442487716675,194.68292236328125,333.65460205078125,0.009310388937592506,468,4,1779383336355
1.0,0.0,-0.0016999999061226845,300.34814453125,0.16747203469276428,0.16262827813625336,193.72315979003906,333.93902587890625,0.009537724778056145,480,4,1779383336372
1.0,0.0,0.00029999998514540493,300.4440002441406,0.13635678589344025,0.14339548349380493,192.043212890625,334.4373779296875,0.009969428181648254,501,4,1779383336389
1.0,0.0,0.001500000013038516,300.5297546386719,0.09759476035833359,0.13006466627120972,190.60292053222656,334.8650817871094,0.010320286266505718,519,4,1779383336406
1.0,0.0,0.002199999988079071,300.6014709472656,0.06809643656015396,0.1406385600566864,189.64254760742188,335.1504211425781,0.010554675944149494,531,4,1779383336423
1.0,0.0,0.0017999999690800905,300.6928405761719,0.06096480041742325,0.14278745651245117,188.20169067382812,335.57867431640625,0.010905593633651733,549,4,1779383336440
1.0,0.0,0.0009999999310821295,300.78106689453125,0.04140852391719818,0.15349139273166656,186.52020263671875,336.07867431640625,0.011313771829009056,570,4,1779383336457
1.0,0.0,-0.0004999999655410647,300.8634033203125,0.033836521208286285,0.15577372908592224,185.3188018798828,336.43603515625,0.01160580012947321,585,4,1779383336474
1.0,0.0,-0.002199999988079071,300.95257568359375,0.043914880603551865,0.13403485715389252,184.1171112060547,336.7935485839844,0.011897847056388855,600,4,1779383336491
1.0,0.0,-0.003599999938160181,301.031982421875,0.07244081795215607,0.1281277984380722,182.67477416992188,337.2227783203125,0.01224993634968996,618,4,1779383336508
1.0,0.0,-0.004699999932199717,301.12738037109375,0.057101115584373474,0.1557139903306961,181.23208618164062,337.6522521972656,0.012600302696228027,636,4,1779383336525
1.0,0.0,-0.005399999674409628,301.2049560546875,0.0866876021027565,0.1434067338705063,180.029541015625,338.0104064941406,0.012894167564809322,651,4,1779383336542
1.0,0.0,-0.005499999970197678,301.29217529296875,0.08752238005399704,0.131545290350914,178.58616638183594,338.44049072265625,0.013244925066828728,669,4,1779383336559
