gas,brake,steer_angle,speed_kmh,g_lat,g_lon,world_x,world_z,norm_pos,lap_time_ms,completed_laps,timestamp_ms
1.0,0.0,0.00039999998989515007,297.5533752441406,0.1271291822195053,0.17339961230754852,223.783203125,324.9265441894531,0.0022358903661370277,102,11,1779383810738
1.0,0.0,0.000699999975040555,297.66302490234375,0.09030625969171524,0.17377500236034393,222.3563232421875,325.3489074707031,0.0025825088378041983,120,11,1779383810755
1.0,0.0,0.0,297.77142333984375,0.05843371897935867,0.16716399788856506,220.9290008544922,325.7715759277344,0.0029319364111870527,138,11,1779383810772
1.0,0.0,-0.0015999999595806003,297.8576965332031,0.031005041673779488,0.15758855640888214,219.50120544433594,326.1945495605469,0.003278076881542802,156,11,1779383810789
1.0,0.0,-0.00419999985024333,297.9499816894531,0.075288787484169,0.13273918628692627,218.31106567382812,326.5472106933594,0.0035696241538971663,171,11,1779383810806
1.0,0.0,-0.0052999998442828655,298.0342712402344,0.07958315312862396,0.13869796693325043,217.1206817626953,326.900146484375,0.003858105279505253,186,11,1779383810823
1.0,0.0,-0.006199999712407589,298.1167297363281,0.08715904504060745,0.16721199452877045,215.45372009277344,327.3947448730469,0.004265646915882826,207,11,1779383810840
1.0,0.0,-0.006099999882280827,298.2302551269531,0.1188720315694809,0.1810307800769806,214.26266479492188,327.7484130859375,0.004554016049951315,222,11,1779383810857
1.0,0.0,-0.00559999980032444,298.3420104980469,0.1387275606393814,0.17063400149345398,213.07131958007812,328.1025085449219,0.004844039212912321,237,11,1779383810874
1.0,0.0,-0.0044999998062849045,298.4302673339844,0.16412921249866486,0.16359737515449524,211.40298461914062,328.5989074707031,0.0052505070343613625,258,11,1779383810891
1.0,0.0,-0.0031999999191612005,298.5343017578125,0.1506013423204422,0.16221539676189423,210.2110137939453,328.9540100097656,0.005541682243347168,273,11,1779383810908
1.0,0.0,-0.0015999999595806003,298.6356506347656,0.17147280275821686,0.15910476446151733,208.7803192138672,329.38067626953125,0.0058901021257042885,291,11,1779383810925
1.0,0.0,-0.0013000000035390258,298.7236328125,0.13221029937267303,0.1689375340938568,207.3492889404297,329.8079833984375,0.006238644942641258,309,11,1779383810942
1.0,0.0,-0.00039999998989515007,298.8298645019531,0.0963212102651596,0.1607614904642105,206.1564483642578,330.1644287109375,0.006527440622448921,324,11,1779383810959
1.0,0.0,-0.0013000000035390258,298.923583984375,0.14493152499198914,0.13106711208820343,204.72470092773438,330.592529296875,0.006877815816551447,342,11,1779383810976
